Year:,Seller:,Bike make:,Zone:,Starter:,Kilometers:,Warranty:,Condition:,Negotiable:,Lot number:,Price:,Bike model:,Fuel system:,Displacement:,Engine type:,Power:,Gearbox:,Ignition system:,Reserve fuel capacity:,Mileage:,Fuel control:,Transmission type:,Fuel comsumption:
2016,Owner,Honda,Gandaki,Electric & Kick,5000,Available,New,,12,"रु 1,40,000",Honda Dio,petrol,,honda,110,,,5.3,35,,,
2012,Owner,Honda,Bagmati,,30000,None,New,Negotiable,52,"रु 1,05,000",Honda CB Unicorn DSS,Carburettor,149.10 ccm (9.10 cubic inches),"Single cylinder, four-stroke",13,5-speed,Digital CDI,,,OHC,Chain,1.67 litres/100 km (59.9 km/l or 140.85 mpg)
2013,Owner,Bajaj,Gandaki,,39000,None,New,Negotiable,8,"रु 1,30,000",Bajaj Pulsar 180cc,,,,,,,,,,,
2014,Owner,Honda,Bagmati,Electric & Kick,16000,None,New,Negotiable,65,"रु 1,60,000",Honda CB Trigger 150,,149.0 cc,"149.1 cc, Air Cooled, 4 Stroke, SI Engine",,,,,43,,,
2016,,Bajaj,Sagarmatha,,10500,None,New,,8,,Bajaj Pulsar 220F Frame,,,,,,,,,,,
2014,Owner,Royal Enfield,Bagmati,Electric & Kick,37000,None,New,,60,,Royal Enfield Classic 500cc,Keihin Electronic Fuel Injection,499 cc,"Single Cylinder, 4 stroke, Twinspark",27,5 Speed Constant Mesh,Digital Electronic Ignition,1 ltr,25,Carbonator ,,25/km
2014,Owner,Bajaj,Bagmati,,33324,None,New,Negotiable,62,"रु 1,30,000",Bajaj Pulsar 150cc,,,,,,,,,,,
2016,,Bajaj,Lumbini,,14900,None,New,,26,,Bajaj Pulsar 220F Frame,,,,,,,,,,,
2017,Owner,Bajaj,Koshi,,2500,None,New,Negotiable,30,"रु 2,70,000",Bajaj Pulsar 200 NS Naked Sport,,,,,,,,,,,
1999,Owner,Royal Enfield,Bheri,Kick,40000,None,Old,Negotiable,1999,"रु 3,00,000",Royal Enfield Standard Bullet 350cc,Micarb VM 24,346 cc,"Single Cylinder, Four Stroke, OHV, SI Engine, Air Cooled, Twinspark",20,right gear,Digital TCI,,35,,,
2012,Owner,TVS,Bagmati,Electric & Kick,34,None,New,Negotiable,55,"रु 1,30,000",TVS Apache RTR 160CC,,160 cc,4-Stroke SingleCylinder AirCooled,15,5-Speed,IDI-Dual Mode Digital Ignition,2.5 litre,45,yes,,
2013,Owner,Yamaha,Bagmati,Electric & Kick,25000,None,New,,56,,,Petrol,113cc,"Air Cooled 4-Stroke, SOHC, 2-Valve",7,,,,66,Petrol,Automatic,
1999,Owner,Kawasaki,Mahakali,Kick,34000,None,New,Negotiable,1999,"रु 5,08,000",,,,,,,,,,,,
2011,Owner,Yamaha,Lumbini,,50000,None,New,Negotiable,11,"रु 1,50,000",YZF R15,,,,,,,,,,,
2014,Owner,Honda,Bagmati,,16000,None,New,,65,,Honda CB Trigger 150,,149.0 cc,"149.1 cc, Air Cooled, 4 Stroke, SI Engine",,,,,110,,,
2014,Owner,Yamaha,Narayani,,28000,None,New,Negotiable,29,"रु 1,40,000",Yamaha FZ,,,,,,,,,,,
2016,Owner,Yamaha,Bagmati,,12000,None,New,Negotiable,74,"रु 2,70,000",Yamaha New R15 Version 2.0,,149.8cc,4-stroke,17,6 Manual,,,,,,
2014,Owner,Bajaj,Bagmati,,23000,None,New,Negotiable,66,"रु 2,05,000",Bajaj Pulsar 200 NS Naked Sport,,,,,,,,,,,
2017,Owner,Yamaha,Bagmati,,7500,None,New,,85,,Yamaha FZ S V 2.0,Fuel Injection,149 cc,,,5 Speed Chain Drive clutch: Wet,Transistor Controlled Ignition,,45,Petrol,Manual Chain Drive,
2015,Owner,Bajaj,Bagmati,,22000,None,New,Negotiable,67,"रु 1,62,000",Bajaj Pulsar 150cc,,,,,,,,,,,
2014,Owner,Yamaha,Bagmati,,28000,None,New,Negotiable,66,"रु 2,50,000",Yamaha New R15 Version 2.0,,149.8cc,4-stroke,17,6 Manual,,,,,,
,Owner,Yamaha,Gandaki,,16000,None,New,,11,,YZF R15S,,,,,,,,,,,
2015,Owner,Bajaj,Bagmati,,19000,None,New,Not negotiable,70,"रु 2,30,000",Bajaj Pulsar RS200,Petrol,199.5 CC,"Liquid cooled, 4 stroke",200,Manual,,,,,,
2009,Owner,Yamaha,Mechi,,16000,None,New,Negotiable,2,"रु 80,000",Yamaha FZ,,,,,,,,,,,
2017,Owner,KTM,Bagmati,,820,None,New,,88,"रु 5,10,000",KTM RC 200,Fuel Injection,199 cc,,,,Spark Ignition,,35,Petrol,Chain Drive Wet multi-disc,
2017,Owner,Yamaha,Lumbini,,18000,None,New,,32,,Yamaha FZ S V 2.0,Fuel Injection,149 cc,,,5 Speed Chain Drive clutch: Wet,Transistor Controlled Ignition,,45,Petrol,Manual Chain Drive,
2013,Owner,Honda,Gandaki,,10299,None,New,Negotiable,8,"रु 80,000",Honda Dio,,,,,,,,,,,
2015,Owner,Royal Enfield,Koshi,,35312,None,New,,19,"रु 3,10,000",Royal Enfield Classic 350cc,"UCAL 29mm, Constant Vacuum Carburettor",346 cc,"Single Cylinder, 4 stroke, Twinspark",20,5 Speed Constant Mesh,Transistorised Coil Ignition,,,,,
2016,Owner,Crossfire,Bagmati,,10000,None,New,Negotiable,82,"रु 5,30,000",Crossfire XZ250RR,Petrol,250cc,"Type Four-Stroke, Single Cylinder, Water Cooled, Electric Start 4 Valve",,,CDI,,,,"5-Speed, International Shift Pattern",
2008,Owner,Bajaj,Bagmati,,13800,None,New,Negotiable,31,"रु 1,05,000",Bajaj Pulsar 180cc,,,,,,,,,,,
2013,Owner,Yamaha,Bagmati,,56000,None,New,Negotiable,56,"रु 1,90,000",Yamaha New R15 Version 2.0,,149.8cc,4-stroke,17,6 Manual,,,,,,
2016,Owner,KTM,Bagmati,Electric,9700,Available,New,Negotiable,78,"रु 3,80,000",KTM RC 200,Fuel Injection,199 cc,,25 bhp,,Spark Ignition,2 ltr,30,Petrol,Chain Drive Wet multi-disc,
2017,Owner,KTM,Lumbini,,8000,None,New,,31,"रु 4,20,000",KTM RC 200,Fuel Injection,199 cc,,,,Spark Ignition,,35,Petrol,Chain Drive Wet multi-disc,
2014,Owner,Yamaha,Bagmati,,30000,None,New,Negotiable,59,"रु 1,70,000",Yamaha New R15 Version 2.0,,149.8cc,4-stroke,17,6 Manual,,,,,,
2011,Owner,Royal Enfield,Koshi,,24000,None,New,,11,"रु 2,50,000",Royal Enfield Classic 350cc,"UCAL 29mm, Constant Vacuum Carburettor",346 cc,"Single Cylinder, 4 stroke, Twinspark",20,5 Speed Constant Mesh,Transistorised Coil Ignition,,,,,
2016,Owner,Suzuki,Sagarmatha,,13000,None,New,Negotiable,7,"रु 2,00,000",Suzuki Gixxer,Carbureted type fuel supply system,154.9cc,"4-stroke, single-cylinder",,5-speed,,,45,,,
2016,Owner,Yamaha,Bagmati,,11000,None,New,,74,"रु 2,55,000",Yamaha R15 v1.5,Petrol,149 cc," Liquid-cooled, 4-stroke, SOHC",,"6 gear, Clutch : Wet",Carburettor,,,,Constant mesh 6-speed Chain,
2010,Owner,Yamaha,Bagmati,,40000,None,New,Not negotiable,39,"रु 85,000",Yamaha New FZS,,,,,,,,,,,
2016,Owner,Bajaj,Gandaki,,20000,None,New,Negotiable,11,"रु 1,60,000",Bajaj Pulsar 180cc,,,,,,,,,,,
2016,Owner,Bajaj,Koshi,,16000,None,New,Negotiable,25,"रु 2,30,000",Bajaj Pulsar 200 NS Naked Sport,,,,,,,,,,,
,Owner,TVS,Bagmati,,35000,None,New,Negotiable,47,"रु 1,05,000",TVS Apache RTR 180cc,Carburettor. Mikuni BS-29,177.40 ccm (10.82 cubic inches),"Single cylinder, four-stroke",17,5-speed,IDI-Dual mode digital ignition,1.70 litres (0.45 gallons),,SOHC,Chain,
2010,Owner,Yamaha,Bagmati,,40000,None,New,Negotiable,39,"रु 95,000",Yamaha New FZS,,,,,,,,,,,
2012,Owner,Bajaj,Bagmati,Electric,48000,None,New,Negotiable,44,"रु 1,35,000",Bajaj Pulsar 220F Frame,Petrol,220,"4-Stroke, 2 -Valve, Twin Spark DTS-i, BSiV Compaliant, Oil Cooled",21,5 Speed,Coil & CDI Unit,2 Leters,40,Petrol,Mannual,15 Ltrs
2015,Owner,Bajaj,Bagmati,,19000,None,New,Negotiable,70,"रु 1,90,000",Bajaj Pulsar 200 NS Naked Sport,,,,,,,,,,,
2016,Owner,Honda,Gandaki,,3400,None,New,Negotiable,13,"रु 1,50,000",Honda Dio,,,,,,,,,,,
2012,Owner,Yamaha,Bagmati,,33000,None,New,,55,,,,,,,,,,,,,
2016,Owner,Bajaj,Bagmati,Electric,23903,None,New,Negotiable,73,"रु 1,90,000",,,,,145,6,,2,30to35,12,,
2016,Owner,Crossfire,Bagmati,,8000,None,New,Negotiable,79,"रु 4,50,000",Crossfire XZ250RR,Petrol,250cc,"Type Four-Stroke, Single Cylinder, Water Cooled, Electric Start 4 Valve",,,CDI,,,,"5-Speed, International Shift Pattern",
2013,Owner,Bajaj,Gandaki,,40000,None,New,,8,,,,,,,,,,,,,
2015,Owner,Bajaj,Seti,,40000,None,New,Negotiable,4,"रु 1,80,000",Bajaj Pulsar AS 200,,199.5 CC,"Liquid cooled, 4 stroke",,6,,,,,Manual,
2017,Owner,Crossfire,Bagmati,,3200,None,New,Negotiable,86,"रु 5,30,000",Crossfire XZ250RR,Petrol,250cc,"Type Four-Stroke, Single Cylinder, Water Cooled, Electric Start 4 Valve",,,CDI,,,,"5-Speed, International Shift Pattern",
2011,Owner,Yamaha,Bagmati,,30000,None,New,Negotiable,48,"रु 1,25,000",Yamaha R15,,,,,,,,,,,
2017,Owner,Royal Enfield,Lumbini,,1300,None,New,,35,"रु 4,30,000",Royal Enfield Classic 350cc,"UCAL 29mm, Constant Vacuum Carburettor",346 cc,"Single Cylinder, 4 stroke, Twinspark",20,5 Speed Constant Mesh,Transistorised Coil Ignition,,,,,
2016,Owner,Bajaj,Bagmati,,10132,None,New,Not negotiable,79,"रु 2,35,000",Bajaj Pulsar 200 NS Naked Sport,,,,,,,,,,,
2015,Owner,Bajaj,Seti,,40000,None,New,,4,,,,199.5 CC,"Liquid cooled, 4 stroke",,6,,,,,Manual,
2013,Owner,Bajaj,Gandaki,,40000,None,New,Negotiable,8,"रु 1,25,000",Bajaj Pulsar 180cc,,,,,,,,,,,
2011,Owner,Bajaj,Sagarmatha,,43200,Available,New,,4,"रु 95,000",Bajaj Pulsar 150cc,,,,,5,,,35,,,
2015,Owner,TVS,Bagmati,Electric & Kick,24000,None,New,Negotiable,70,"रु 1,60,000",TVS Apache RTR 180cc,Carburettor. Mikuni BS-29,177.40 ccm (10.82 cubic inches),"Single cylinder, four-stroke",17,5-speed,IDI-Dual mode digital ignition,1.70 litres (0.45 gallons),40,SOHC,Chain,Carburetor
2015,Owner,Yamaha,Bagmati,,35000,None,New,Negotiable,61,"रु 1,65,000",Yamaha New R15 Version 2.0,,149.8cc,4-stroke,17,6 Manual,,,40,,,
2016,Dealer,Bajaj,Bagmati,,17000,None,New,,74,,Bajaj Pulsar 220F Frame,Injection,219.00 ccm (13.36 cubic inches),"Single cylinder, four-stroke",220,5,Electrical,3.40 litres (0.90 gallons),40,40,Chain,80
2011,Owner,TVS,Lumbini,,43000,None,New,,11,"रु 85,000",TVS Apache RTR 160CC,,161 cc,4-Stroke SingleCylinder AirCooled,15,5-Speed,IDI-Dual Mode Digital Ignition,2.5 litre,,,,
2016,Owner,Other Bike Brand,Bagmati,Electric & Kick,1700,Available,New,Negotiable,83,"रु 5,50,000",,EFI,400,Parallel twin,29.5bhp,,,6lit,30,EFI,Gear,
2015,Owner,Yamaha,Bagmati,,41000,None,New,Negotiable,61,"रु 1,80,000",Yamaha New R15 Version 2.0,,149.8cc,4-stroke,17,6 Manual,,,35/let,,,
2016,Owner,Hero,Gandaki,,9400,None,New,Negotiable,12,"रु 80,000",Hero Super Splendor DRS,,,,,,,,,,,
,Owner,Honda,Bagmati,,34000,None,New,Negotiable,41,"रु 89,000",Honda CB Shine DSS,Carburettor. CV type,124.70 ccm (7.61 cubic inches),"Single cylinder, four-stroke",10,4-speed,Digital CDI,,,OHC,Chain,1.54 litres/100 km (64.9 km/l or 152.74 mpg)
2016,Owner,Royal Enfield,Bagmati,Electric,7500,Available,New,,83,,Himalayan,,411cc,,,,,,30km/l,,,
2014,Owner,Suzuki,Bagmati,,24000,None,New,Negotiable,64,"रु 1,50,000",Suzuki Gixxer,Carbureted type fuel supply system,154.9cc,"4-stroke, single-cylinder",,5-speed,,,45,,,
2012,Owner,Bajaj,Gandaki,,38188,None,New,,,,Bajaj Pulsar 180cc,,,,,,,,,,,
,Owner,Bajaj,Bagmati,,,None,New,,49,"रु 1,30,000",Avenger Cruise 220,,,,,,,,,,,
2015,Owner,Suzuki,Bagmati,,23580,None,New,Negotiable,71,"रु 1,70,000",Suzuki Gixxer,Carbureted type fuel supply system,154.9cc,"4-stroke, single-cylinder",,5-speed,,,45,,,
2017,Owner,Crossfire,Gandaki,,,None,New,Negotiable,13,"रु 5,30,000",Crossfire XZ250RR,Petrol,250cc,"Type Four-Stroke, Single Cylinder, Water Cooled, Electric Start 4 Valve",,,CDI,,,,"5-Speed, International Shift Pattern",
2016,Owner,KTM,Gandaki,Electric,7200,Available,New,Negotiable,13,"रु 4,15,000",KTM Duke 200,,200,"Single-cylinder, 4-stroke, spark-ignition engine, liquid-cooled",,"6-speed, claw shifted","Contactless, controlled, fully electronic ignition system with digital ignition timing adjustment",,,,,
2016,Owner,Yamaha,Bagmati,,13000,None,New,Negotiable,71,"रु 1,90,000",FZ-S FI,,,,,,,,,,,
2014,Dealer,Honda,Bagmati,,9000,None,New,Negotiable,63,"रु 1,10,000",Honda Dio,,,,,,,,,,,
2012,Owner,Bajaj,Gandaki,,51000,None,New,Negotiable,8,"रु 1,40,000",Bajaj Pulsar 220F Frame,,,,,,,,,,,
2013,Owner,Bajaj,Janakpur,,50107,None,New,Negotiable,6,"रु 1,10,000",Bajaj Pulsar 150cc,,,,,,,,,,,
2015,Owner,KTM,Koshi,,29000,None,New,,30,"रु 3,50,000",KTM RC 390,Petrol,373 cc,,,6 Manual,Spark Ignition,,25,,Chain Drive Wet multi-disc,
2017,Owner,Crossfire,Gandaki,,5000,None,New,Negotiable,13,"रु 5,20,000",Crossfire XZ250RR,Petrol,250cc,"Type Four-Stroke, Single Cylinder, Water Cooled, Electric Start 4 Valve",,,CDI,,,,"5-Speed, International Shift Pattern",
2016,Owner,KTM,Bagmati,,2800,None,New,Negotiable,80,"रु 5,60,000",KTM Duke 390,,,"373.2cc, single cylinder, liquid-cooled",,6-speed Manual,Bosch digital integrated spark/fuel injection,,25,,"Wet clutch, 6-speed, chain",
2016,Owner,Benelli,Bagmati,,12000,None,New,Negotiable,75,"रु 3,25,000",DSK Benelli TNT 25,,249 cc,4-Stroke 4 Valves DOHC Liquid Cooled,,,Electric,,30,Petrol,,
2012,Owner,Yamaha,Bagmati,,35000,None,New,Negotiable,55,"रु 1,65,000",Yamaha New R15 Version 2.0,,149.8cc,4-stroke,17,6 Manual,,,,,,
,Owner,Honda,Bagmati,,20000,None,New,,75,"रु 1,75,000",Honda CB Trigger 150,,149.0 cc,"149.1 cc, Air Cooled, 4 Stroke, SI Engine",,,,,110,,,
2014,Owner,Crossfire,Gandaki,,20000,None,New,,9,"रु 3,25,000",Crossfire XZ250RR,Petrol,250cc,"Type Four-Stroke, Single Cylinder, Water Cooled, Electric Start 4 Valve",,,CDI,,25,,"5-Speed, International Shift Pattern",
2015,Owner,Yamaha,Bagmati,,9000,None,New,Negotiable,69,"रु 2,20,000",Yamaha New R15 Version 2.0,,149.8cc,4-stroke,17,6 Manual,,,,,,
,Owner,Honda,Bagmati,,3200,None,New,,82,,Hornet 160 R,,,,,,,,,,,
2008,Owner,Honda,Koshi,,40575,None,New,Negotiable,4,"रु 55,000",Honda CB Shine DSS,Carburettor. CV type,124.70 ccm (7.61 cubic inches),"Single cylinder, four-stroke",10,4-speed,Digital CDI,,,OHC,Chain,1.54 litres/100 km (64.9 km/l or 152.74 mpg)
2015,Owner,Suzuki,Koshi,,9500,None,New,Negotiable,28,"रु 2,20,000",Gixxer SF,,,,,,,,,,,
2017,Owner,Bajaj,Bagmati,,2000,None,New,Negotiable,86,"रु 4,35,000",Dominar 400,,,,,,,,,,,
2014,Owner,Yamaha,Gandaki,,23000,None,New,Negotiable,9,"रु 2,05,000",Yamaha New R15 Version 2.0,,149.8cc,4-stroke,17,6 Manual,,,,,,
,Owner,UM Motorcycles,Bagmati,,5500,None,New,Negotiable,75,"रु 3,00,000",DSR 230,PZ30 (Carburetor),223cc,"Single cylinder, 4-stroke",16,5,,,,,,
2015,Owner,Bajaj,Gandaki,,18000,None,New,Negotiable,10,"रु 1,90,000",Bajaj Pulsar 220F Frame,,,,,,,,,,,
2017,Owner,Yamaha,Bagmati,,1200,None,New,,88,,Yamaha FZ S V 2.0,Fuel Injection,149 cc,,,5 Speed Chain Drive clutch: Wet,Transistor Controlled Ignition,,45,Petrol,Manual Chain Drive,
2009,Owner,Honda,Lumbini,,45000,None,New,Negotiable,6,"रु 80,000",Honda CB Unicorn DSS,Carburettor,149.10 ccm (9.10 cubic inches),"Single cylinder, four-stroke",13,5-speed,Digital CDI,,,OHC,Chain,1.67 litres/100 km (59.9 km/l or 140.85 mpg)
2016,Owner,Honda,Koshi,,12500,None,New,,24,,,,,,,,,,,,,
2016,Owner,Royal Enfield,Bagmati,,19000,None,New,,76,"रु 3,80,000",Royal Enfield Classic 350cc,"UCAL 29mm, Constant Vacuum Carburettor",346 cc,"Single Cylinder, 4 stroke, Twinspark",20,5 Speed Constant Mesh,Transistorised Coil Ignition,,,,,
,,Suzuki,Bagmati,,63000,None,New,Not negotiable,34,"रु 65,000",Suzuki GS150R,Carburetor - BS26 with TPS,149.5 cc,"Air-cooled, 4-Stroke, SOHC",14,"6-speed (1-Down, 5-Up)",CDI,,,,,
,Owner,Bajaj,Gandaki,,23000,None,New,,2014,,Bajaj Pulsar 150cc,,,,,,,,,,,
1995,Owner,Yamaha,Bagmati,,,None,New,,6,"रु 20,000",,,,,,,,,,,,
2014,Owner,Honda,Bagmati,Electric,15000,None,New,Negotiable,54,"रु 3,20,000",Honda CBR 250R (Non ABS),"Injection. PGM-Fi, 38mm throttle body",249.40 ccm (15.22 cubic inches),"Single cylinder, four-stroke",26,6-speed,Computer-controlled digital transistorized with electronic advance,5,30,DOHC,Chain,3.05 litres/100 km (32.8 km/l or 77.12 mpg)
2014,Owner,Bajaj,Bagmati,,30415,None,New,Negotiable,62,"रु 1,86,000",Bajaj Pulsar 200 NS Naked Sport,,,,,,,,,,,
2011,Owner,Honda,Narayani,,30000,None,New,Negotiable,18,"रु 1,00,000",Honda CB Unicorn DSS,Carburettor,149.10 ccm (9.10 cubic inches),"Single cylinder, four-stroke",13,5-speed,Digital CDI,,,OHC,Chain,1.67 litres/100 km (59.9 km/l or 140.85 mpg)
2017,Owner,Honda,Bagmati,,6800,None,New,Negotiable,82,"रु 1,45,000",Honda Aviator,Carburettor,109.00 ccm (6.65 cubic inches),"Single cylinder, four-stroke",8,Automatic,Fully transistorised with electronic advance,,,OHC,Chain,
,Owner,Yamaha,Bagmati,,30000,None,New,,56,,,,,,,,,,35,,,
2016,Owner,KTM,Lumbini,,16000,None,New,,32,,KTM RC 200,Fuel Injection,199 cc,,,6,Spark Ignition,,35,Petrol,Chain Drive Wet multi-disc,
2016,Owner,Bajaj,Bagmati,,14000,None,New,Negotiable,70,"रु 1,75,000",Bajaj Pulsar AS 150,Petrol,149.50 cc,,,5,,,53,,Chain Drive,
,Owner,Yamaha,Bagmati,,24000,None,New,,60,,Yamaha New R15 Version 2.0,,149.8cc,4-stroke,17,6 Manual,,,,,,
2017,Owner,Bajaj,Bagmati,,9345,None,New,Negotiable,79,"रु 2,40,000",Bajaj Pulsar 200 NS Naked Sport,,,,,,,,,,,
2015,Owner,KTM,Gandaki,,10000,None,New,Negotiable,10,"रु 2,80,000",KTM Duke 200,,200,"Single-cylinder, 4-stroke, spark-ignition engine, liquid-cooled",,"6-speed, claw shifted","Contactless, controlled, fully electronic ignition system with digital ignition timing adjustment",,,,,
2009,Owner,Suzuki,Bagmati,,34,None,New,,38,"रु 65,000",Suzuki GS150R,Carburetor - BS26 with TPS,149.5 cc,"Air-cooled, 4-Stroke, SOHC",14,"6-speed (1-Down, 5-Up)",CDI,,,,,
2011,Owner,Bajaj,Bagmati,,24000,None,New,Not negotiable,43,"रु 55,000",Bajaj Discover 150cc,,,,,,,,,,,
2016,Owner,TVS,Gandaki,,8500,None,New,,12,,,Carburettor,109.70 ccm (6.69 cubic inches),"Single cylinder, four-stroke",8,Automatic,Digital DC CDI,,,OHC,Belt,
2016,Owner,Bajaj,Gandaki,,12000,None,New,,,,Bajaj Pulsar 180cc,,,,,,,,,,,
2013,Owner,Royal Enfield,Gandaki,,17000,None,New,,8,"रु 2,95,000",Royal Enfield Electra 350cc,"UCAL 29mm, Constant Vacuum Carburettor",346 cc,"Single Cylinder, 4 stroke, Twinspark",20,5 Speed Constant Mesh,Transistorised Coil Ignition,,,,,
2016,Owner,Bajaj,Gandaki,,12000,None,New,Not negotiable,11,"रु 1,85,000",Bajaj Pulsar 180cc,,,,,,,,,,,
2010,Owner,Bajaj,Bagmati,,31000,None,New,Not negotiable,43,"रु 55,000",Bajaj Discover 150cc,,,,,,,,,,,
2016,Owner,KTM,Bagmati,,9000,None,New,Negotiable,81,"रु 4,10,000",KTM Duke 200,,200,"Single-cylinder, 4-stroke, spark-ignition engine, liquid-cooled",,"6-speed, claw shifted","Contactless, controlled, fully electronic ignition system with digital ignition timing adjustment",,,,,
2010,Owner,TVS,Narayani,Electric & Kick,61000,None,New,,16,,TVS Apache RTR 180cc,Carburettor. Mikuni BS-29,177.40 ccm (10.82 cubic inches),"Single cylinder, four-stroke",17,5-speed,IDI-Dual mode digital ignition,1.70 litres (0.45 gallons),38,SOHC,Chain,
2017,Owner,Bajaj,Gandaki,,6000,Available,New,Negotiable,13,"रु 2,40,000",Pulsar NS160,,,,,,,,,,,
,,Bajaj,Bagmati,,21,None,New,,65,"रु 93,000",Bajaj Discover 125 cc,,,,,,,,,,,
2016,Owner,Benelli,Bagmati,,6123,None,New,,80,"रु 5,20,000",DSK Benelli TNT 300,,300 cc,4 Stroke 8 Valves DOHC Liquid Cooled,,,Electric,,25,Petrol,Manual Chain Drive,
2014,Owner,Bajaj,Bagmati,,,None,New,,65,,Bajaj Discover 125 cc,,,,,,,,,,,
2016,Owner,Bajaj,Bagmati,,14500,None,New,Negotiable,74,"रु 1,78,000",Bajaj Pulsar 150cc,,,,,,,,,,,
2016,Owner,Bajaj,Mechi,Electric,12700,None,New,,8,"रु 2,30,000",Bajaj Pulsar 220F Frame,"Petrol, Carburetor",220 cc,"4-Stroke, 2 -Valve, Twin Spark DTS-i, BSiV Compaliant, Oil Cooled",21,5 Speed,Digital Twin Spark,3.2 Ltrs,40,,Manual,
2015,Owner,Bajaj,Seti,,38400,None,New,Negotiable,4,"रु 2,20,000",Bajaj Pulsar AS 200,,199.5 CC,"Liquid cooled, 4 stroke",,6,,,,,Manual,
2009,Owner,Yamaha,Gandaki,,63000,None,New,Negotiable,5,"रु 60,000",Yamaha FZ,,,,,,,,,,,
2016,Owner,Honda,Bagmati,Electric,21500,Available,New,Negotiable,74,"रु 2,00,000",Hornet 160 R,,,,,5,,1.35l,45,,,
2016,Owner,Bajaj,Narayani,,8600,None,New,Not negotiable,43,"रु 2,40,000",Bajaj Pulsar 220F Frame,,,,,,,,,,,
2014,Owner,Royal Enfield,Bagmati,,18000,None,New,,63,"रु 3,80,000",Royal Enfield Classic 350cc,"UCAL 29mm, Constant Vacuum Carburettor",346 cc,"Single Cylinder, 4 stroke, Twinspark",20,5 Speed Constant Mesh,Transistorised Coil Ignition,,,,,
2011,Owner,Mahindra,Bagmati,Electric & Kick,26000,None,New,Not negotiable,49,"रु 45,000",Mahindra Rodeo RZ,N/A,124.6cc,4-Stroke,8,Automatic,Fuel,N/A,30,N/A,N/A,6 ltr
2016,Owner,Bajaj,Narayani,,8600,None,New,Not negotiable,43,"रु 2,45,000",Bajaj Pulsar 220F Frame,,,,,,,,,,,
2016,Owner,Yamaha,Bagmati,,10500,None,New,Negotiable,74,"रु 2,70,000",YZF R15S,,,,,,,,,,,
2013,Owner,Yamaha,Bagmati,,33000,None,New,Negotiable,59,"रु 1,40,000",Yamaha New FZS,,,,,,,,,,,
2015,Owner,Other Bike Brand,Lumbini,Electric,9000,None,New,Negotiable,29,"रु 2,20,000",,Petrol,,,23,5,,,30,,5 gear international ,
2015,Owner,Yamaha,Bheri,,18645,None,New,Negotiable,5,"रु 1,20,000",SZ-RR,,,,,,,,,,,
2015,Owner,Crossfire,Bagmati,,13500,None,New,Negotiable,74,"रु 4,00,000",Crossfire XZ250RR,Petrol,250cc,"Type Four-Stroke, Single Cylinder, Water Cooled, Electric Start 4 Valve",,,CDI,,,,"5-Speed, International Shift Pattern",
2012,Owner,Hero,Narayani,,22000,None,New,Negotiable,22,"रु 80,000",,Carburettor,102.00 ccm (6.22 cubic inches),"Single cylinder, four-stroke",7,Automatic,C.D.I.,,45,OHC,Shaft drive (cardan),
2017,Owner,Yamaha,Bagmati,,10000,None,New,Negotiable,80,"रु 1,50,000",Fascino,,,,,,,,,,,
2009,Owner,Yamaha,Gandaki,Electric,62000,None,New,,5,"रु 50,000",Yamaha Fazer-Fi,,,,,,,,35 km/hr,,,
2017,Owner,Bajaj,Bagmati,,7400,None,New,Negotiable,84,"रु 2,60,000",Bajaj Pulsar 220F Frame,,,,,,,,,,,
2016,Owner,Benelli,Bagmati,,7810,None,New,,75,"रु 5,20,000",DSK Benelli TNT 300,,300 cc,4 Stroke 8 Valves DOHC Liquid Cooled,,,Electric,,25,Petrol,Manual Chain Drive,
2016,Owner,Bajaj,Bagmati,,7500,None,New,Negotiable,74,"रु 3,00,000",Bajaj Pulsar RS200,Petrol,199.5 CC,"Liquid cooled, 4 stroke",200,Manual,,,,,,
2017,Owner,Bajaj,Koshi,,11000,None,New,Negotiable,29,"रु 2,30,000",Bajaj Pulsar 220F Frame,,,,,,,,,,,
1989,Owner,Royal Enfield,Bheri,,80000,None,New,Negotiable,1,"रु 2,50,000",Royal Enfield Standard Bullet 350cc,Micarb VM 24,346 cc,"Single Cylinder, Four Stroke, OHV, SI Engine, Air Cooled, Twinspark",20,,Digital TCI,,,,,
2009,Owner,Bajaj,Bagmati,,34000,None,New,Not negotiable,37,"रु 82,000",Bajaj Pulsar 150cc,,,,,,,,,,,
,Owner,Bajaj,Bagmati,,25000,None,New,,57,,Bajaj Pulsar 220F Frame,,,,,,,,,,,
2013,Owner,Honda,Gandaki,Electric & Kick,20000,None,New,,8,,Honda CB Unicorn DSS,Carburettor,149.10 ccm (9.10 cubic inches),"Single cylinder, four-stroke",13,5-speed,Digital CDI,,55,OHC,Chain,1.67 litres/100 km (59.9 km/l or 140.85 mpg)
2010,Owner,Bajaj,Bagmati,,33000,None,New,,34,,,,,,,,,,,,,
2014,Owner,Yamaha,Gandaki,Electric,30820,None,New,Negotiable,10,"रु 1,30,000",Yamaha FZ S V 2.0,Fuel Injection,149 cc,,,5 Speed Chain Drive clutch: Wet,Transistor Controlled Ignition,,45,Petrol,Manual Chain Drive,
2012,Owner,Honda,Lumbini,,,None,New,,14,,CBR 250 R,,,,,,,,,,,
2016,Owner,Yamaha,Lumbini,,15000,None,New,Not negotiable,2016,"रु 2,50,000",Yamaha New R15 Version 2.0,,149.8cc,4-stroke,17,6 Manual,,,,,,
